[2026-04-14T06:20:04.618Z] GET http://localhost:8080/intranet.html → 200 (5ms, 329445B)
[2026-04-14T06:55:27.075Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.114.woff2 → 200 (?ms, ?B)
[2026-04-14T06:55:27.075Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.115.woff2 → 200 (?ms, ?B)
[2026-04-14T06:55:27.075Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.116.woff2 → 200 (1ms, ?B)
[2026-04-14T06:55:27.076Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.117.woff2 → 200 (?ms, ?B)
[2026-04-14T06:55:27.076Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.118.woff2 → 200 (?ms, ?B)
[2026-04-14T06:55:27.076Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.119.woff2 → 200 (?ms, ?B)
[2026-04-14T06:55:27.077Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2moYbyg3tS2w.woff2 → 200 (?ms, ?B)
[2026-04-14T06:55:27.225Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.109.woff2 → 200 (157ms, 24824B)
[2026-04-14T06:55:27.225Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.53.woff2 → 200 (148ms, 9708B)
[2026-04-14T06:55:27.226Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.105.woff2 → 200 (154ms, 25172B)
[2026-04-14T06:55:27.226Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.106.woff2 → 200 (140ms, 25588B)
[2026-04-14T06:56:28.087Z] GET http://localhost:8080/intranet.html → 200 (2ms, 328624B)
[2026-04-14T06:56:28.095Z] GET https://fonts.googleapis.com/css2?family=ZCOOL+KuaiLe&display=swap → 200 (?ms, 108503B)
[2026-04-14T06:56:28.096Z] GET http://localhost:8080/images/yunque-logo.png → 200 (?ms, 16633034B)
[2026-04-14T06:56:28.096Z] GET http://localhost:8080/images/map.png → 200 (?ms, 2457090B)
[2026-04-14T06:56:28.104Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.43.woff2 → 200 (?ms, ?B)
[2026-04-14T06:56:28.104Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.44.woff2 → 200 (?ms, ?B)
[2026-04-14T06:56:28.107Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.53.woff2 → 200 (?ms, ?B)
[2026-04-14T06:56:28.107Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.80.woff2 → 200 (?ms, ?B)
[2026-04-14T06:56:28.108Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.102.woff2 → 200 (?ms, ?B)
[2026-04-14T06:56:28.108Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.103.woff2 → 200 (?ms, ?B)
[2026-04-14T06:56:28.108Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.105.woff2 → 200 (?ms, ?B)
[2026-04-14T06:56:28.108Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.106.woff2 → 200 (1ms, ?B)
[2026-04-14T06:56:28.109Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.107.woff2 → 200 (?ms, ?B)
[2026-04-14T06:56:28.109Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.108.woff2 → 200 (1ms, ?B)
[2026-04-14T06:56:28.110Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.109.woff2 → 200 (?ms, ?B)
[2026-04-14T06:56:28.110Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.110.woff2 → 200 (?ms, ?B)
[2026-04-14T06:56:28.110Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.111.woff2 → 200 (?ms, ?B)
[2026-04-14T06:56:28.110Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.112.woff2 → 200 (?ms, ?B)
[2026-04-14T06:56:28.110Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.113.woff2 → 200 (?ms, ?B)
[2026-04-14T06:56:28.111Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.114.woff2 → 200 (1ms, ?B)
[2026-04-14T06:56:28.112Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.115.woff2 → 200 (?ms, ?B)
[2026-04-14T06:56:28.112Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.116.woff2 → 200 (?ms, ?B)
[2026-04-14T06:56:28.112Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.117.woff2 → 200 (?ms, ?B)
[2026-04-14T06:56:28.112Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.118.woff2 → 200 (1ms, ?B)
[2026-04-14T06:56:28.113Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2Wo4z1oXkYxd0yTHEClH7DwjDMeAhAgE_3sefnUmd6tMyz-no9BA.119.woff2 → 200 (?ms, ?B)
[2026-04-14T06:56:28.113Z] GET https://fonts.gstatic.com/s/zcoolkuaile/v22/tssqApdaRQokwFjFJjvM6h2moYbyg3tS2w.woff2 → 200 (?ms, ?B)
